,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
317,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
318,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
319,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
320,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
321,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
322,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
323,Muzaffarpursakrasakrawajidwba,260,7820.0,4530.0,148.0,4540.0,131
324,Muzaffarpursakrasakrawajidwbb,120,3600.0,120.0,4.0,120.0,120
325,Muzaffarpursakrasakrawajidwbc,360,10800.0,2340.0,40.0,2340.0,120
326,Muzaffarpursakrasakrawajidwbd,450,13500.0,3830.0,53.0,3830.0,150
327,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
328,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
329,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
330,Muzaffarpursakrasarmastpurwae,369,11010.0,2420.0,68.0,2480.0,123
331,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
332,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
333,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
