,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
60,Muzaffarpurbandrapirapurwba,715,20560.0,8950.0,120.0,9840.0,145
61,Muzaffarpurbandrapirapurwbb,600,18000.0,90.0,2.0,90.0,120
62,Muzaffarpurbandrapirapurwbc,710,21260.0,4020.0,71.0,4060.0,142
63,Muzaffarpurbandrapirapurwbd,488,14640.0,120.0,1.0,120.0,122
64,Muzaffarpurbandrarampurdayalwab,400,12000.0,240.0,2.0,240.0,80
65,Muzaffarpurbandrarampurdayalwac,775,23250.0,150.0,3.0,150.0,155
66,Muzaffarpurbandrarampurdayalwad,192,5760.0,0.0,0.0,0.0,48
67,Muzaffarpurbandrarampurdayalwae,370,11100.0,0.0,0.0,0.0,74
68,Muzaffarpurbandrarampurdayalwaf,636,19080.0,0.0,0.0,0.0,159
69,Muzaffarpurbandrarampurdayalwah,612,18360.0,2490.0,29.0,2490.0,153
70,Muzaffarpurbandrarampurdayalwai,736,22080.0,360.0,6.0,360.0,184
71,Muzaffarpurbandrarampurdayalwaj,259,7770.0,120.0,2.0,120.0,65
72,Muzaffarpurbandrarampurdayalwba,308,9240.0,2070.0,18.0,2070.0,77
73,Muzaffarpurbandrarampurdayalwbb,764,22920.0,240.0,4.0,240.0,191
74,Muzaffarpurbandrarampurdayalwbc,656,19680.0,30.0,1.0,30.0,164
75,Muzaffarpurbandrarampurdayalwbd,995,29850.0,5120.0,57.0,5120.0,199
76,Muzaffarpurbandrasundarpurratwarawab,140,4200.0,0.0,0.0,0.0,140
77,Muzaffarpurbandrasundarpurratwarawac,106,3180.0,0.0,0.0,0.0,106
78,Muzaffarpurbandrasundarpurratwarawad,2,60.0,0.0,0.0,0.0,89
79,Muzaffarpurbandrasundarpurratwarawba,121,3580.0,1260.0,42.0,1310.0,129
80,Muzaffarpurbandrasundarpurratwarawbb,104,3120.0,0.0,0.0,0.0,104
81,Muzaffarpurbandrasundarpurratwarawbd,88,2640.0,0.0,0.0,0.0,88
82,Muzaffarpurbandratepariwac,175,5310.0,180.0,3.0,180.0,88
83,Muzaffarpurbandratepariwad,102,3060.0,30.0,1.0,30.0,103
84,Muzaffarpurbandratepariwai,258,7740.0,0.0,0.0,0.0,129
85,Muzaffarpurbandratepariwaj,69,2070.0,240.0,8.0,240.0,69
86,Muzaffarpurbandratepariwba,98,2850.0,150.0,5.0,240.0,98
87,Muzaffarpurbandratepariwbb,103,3090.0,30.0,1.0,30.0,108
88,Muzaffarpurbandratepariwbc,74,2220.0,30.0,1.0,30.0,75
89,Muzaffarpurbandratepariwbd,211,6330.0,0.0,0.0,0.0,211
90,Muzaffarpurmoraulbishanpurbakhriwad,87,2610.0,30.0,1.0,30.0,87
91,Muzaffarpurmoraulbishanpurbakhriwah,97,2910.0,30.0,1.0,30.0,97
92,Muzaffarpurmoraulbishanpurbakhriwai,80,2400.0,1020.0,34.0,1020.0,80
93,Muzaffarpurmoraulbishanpurbakhriwaj,372,11160.0,5910.0,100.0,5910.0,124
94,Muzaffarpurmoraulbishanpurbakhriwbb,136,4080.0,0.0,0.0,0.0,136
95,Muzaffarpurmoraulbishanpurbakhriwbe,194,5820.0,60.0,2.0,60.0,97
96,Muzaffarpurmoraulbishanpurbakhriwbf,192,5640.0,1050.0,23.0,1230.0,96
97,Muzaffarpurmoraulbishanpurshreeramwac,82,2460.0,0.0,0.0,0.0,82
98,Muzaffarpurmoraulharsingpurlautanwab,3,90.0,90.0,4.0,240.0,48
99,Muzaffarpurmoraulharsingpurlautanwac,84,2520.0,30.0,1.0,30.0,84
100,Muzaffarpurmoraulharsingpurlautanwad,296,8640.0,4350.0,131.0,4590.0,148
101,Muzaffarpurmoraulharsingpurlautanwae,166,4980.0,120.0,4.0,120.0,83
102,Muzaffarpurmoraulharsingpurlautanwag,122,3660.0,330.0,11.0,330.0,122
103,Muzaffarpurmoraulharsingpurlautanwbb,206,6180.0,860.0,28.0,860.0,103
104,Muzaffarpurmoraulharsingpurlautanwbd,33,990.0,960.0,32.0,960.0,33
105,Muzaffarpurmoraulitaharasulnagarwac,95,2850.0,30.0,1.0,30.0,95
106,Muzaffarpurmoraulitaharasulnagarwae,51,1530.0,30.0,1.0,30.0,51
107,Muzaffarpurmoraulitaharasulnagarwaf,142,4260.0,1530.0,51.0,1530.0,142
108,Muzaffarpurmoraulitaharasulnagarwag,107,3210.0,30.0,1.0,30.0,107
109,Muzaffarpurmoraulitaharasulnagarwaj,105,3150.0,2190.0,73.0,2190.0,105
110,Muzaffarpurmoraulitaharasulnagarwbc,108,3240.0,30.0,1.0,30.0,108
111,Muzaffarpurmoraulmahmadpurbadalwac,129,3810.0,60.0,2.0,120.0,130
112,Muzaffarpurmoraulmeerapurwac,91,-420.0,690.0,23.0,3840.0,93
113,Muzaffarpurmoraulmeerapurwaf,102,2880.0,120.0,4.0,300.0,102
114,Muzaffarpurmoraulmeerapurwah,153,4500.0,30.0,1.0,120.0,153
115,Muzaffarpurmoraulmeerapurwaj,128,3810.0,120.0,3.0,150.0,64
116,Muzaffarpurmoraulmeerapurwbe,1,30.0,0.0,0.0,0.0,139
117,Muzaffarpurmoraulpilkhigajpattiwab,294,8730.0,120.0,2.0,210.0,98
118,Muzaffarpurmoraulpilkhigajpattiwad,122,3660.0,0.0,0.0,0.0,122
119,Muzaffarpurmoraulpilkhigajpattiwaf,93,2550.0,30.0,1.0,270.0,93
120,Muzaffarpurmoraulpilkhigajpattiwah,87,2250.0,210.0,7.0,570.0,87
121,Muzaffarpurmoraulpilkhigajpattiwai,114,2460.0,1260.0,42.0,2220.0,114
122,Muzaffarpurmoraulpilkhigajpattiwaj,181,5400.0,30.0,1.0,60.0,181
123,Muzaffarpurmoraulpilkhigajpattiwba,89,2340.0,330.0,11.0,660.0,89
124,Muzaffarpurmoraulpilkhigajpattiwbb,67,250.0,720.0,24.0,2480.0,67
125,Muzaffarpurmoraulpilkhigajpattiwbc,324,9360.0,390.0,8.0,750.0,108
126,Muzaffarpurmoraulpilkhigajpattiwbd,77,2070.0,150.0,5.0,390.0,77
127,Muzaffarpurmoraulpilkhigajpattiwbe,81,2220.0,150.0,5.0,360.0,81
128,Muzaffarpurmoraulsadiqpurmuraulwac,54,1620.0,120.0,4.0,120.0,54
129,Muzaffarpurmoraulsadiqpurmuraulwad,110,3300.0,90.0,3.0,90.0,55
130,Muzaffarpurmoraulsadiqpurmuraulwai,174,5220.0,450.0,8.0,450.0,87
131,Muzaffarpurmoraulvidhyajhanpwab,222,6660.0,3600.0,61.0,3600.0,111
132,Muzaffarpurmoraulvidhyajhanpwac,416,12480.0,2780.0,69.0,2780.0,104
133,Muzaffarpurmoraulvidhyajhanpwad,590,17700.0,8370.0,252.0,8370.0,118
134,Muzaffarpurmoraulvidhyajhanpwae,376,11280.0,4260.0,48.0,4260.0,94
135,Muzaffarpurmoraulvidhyajhanpwag,515,15150.0,9750.0,292.0,10050.0,103
136,Muzaffarpurmoraulvidhyajhanpwah,594,17820.0,910.0,11.0,910.0,149
137,Muzaffarpurmoraulvidhyajhanpwai,512,15360.0,12870.0,203.0,12870.0,128
138,Muzaffarpursakrabajibuzurgwac,175,5250.0,540.0,18.0,540.0,173
139,Muzaffarpursakrabajibuzurgwad,110,3300.0,480.0,16.0,480.0,110
140,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
141,Muzaffarpursakrabajibuzurgwai,130,3900.0,0.0,0.0,0.0,130
142,Muzaffarpursakrabajibuzurgwaj,151,4530.0,0.0,0.0,0.0,151
143,Muzaffarpursakrabajibuzurgwbc,119,3570.0,60.0,2.0,60.0,119
144,Muzaffarpursakrabajibuzurgwbe,143,4290.0,0.0,0.0,0.0,143
145,Muzaffarpursakrabajibuzurgwbf,110,3300.0,0.0,0.0,0.0,110
146,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
147,Muzaffarpursakrabhartipurwad,280,11290.0,1810.0,29.0,1820.0,181
148,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
149,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
150,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
151,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
152,Muzaffarpursakrabhartipurwai,181,5430.0,1620.0,54.0,1620.0,181
153,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
154,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
155,Muzaffarpursakrachandanpattiwab,274,8220.0,7260.0,122.0,7260.0,137
156,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
157,Muzaffarpursakrachandanpattiwag,438,12980.0,4900.0,129.0,5180.0,145
158,Muzaffarpursakrachandanpattiwah,145,4350.0,1620.0,54.0,1620.0,145
159,Muzaffarpursakrachandanpattiwai,232,6960.0,3060.0,102.0,3060.0,116
160,Muzaffarpursakrachandanpattiwaj,522,15360.0,7410.0,161.0,7860.0,174
161,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
162,Muzaffarpursakrachandanpattiwbb,300,9000.0,5520.0,164.0,5520.0,150
163,Muzaffarpursakrachandanpattiwbc,75,2250.0,1650.0,55.0,1650.0,75
164,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
165,Muzaffarpursakradihuliishakwad,106,3180.0,0.0,0.0,0.0,106
166,Muzaffarpursakradihuliishakwae,364,10920.0,0.0,0.0,0.0,182
167,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
168,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
169,Muzaffarpursakradihuliishakwbd,110,3300.0,0.0,0.0,0.0,110
170,Muzaffarpursakradubhabuzurgwaj,235,6870.0,1860.0,62.0,1860.0,118
171,Muzaffarpursakragannipurbejhawag,145,4350.0,900.0,30.0,900.0,145
172,Muzaffarpursakragannipurbejhawah,152,4560.0,0.0,0.0,0.0,152
173,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
174,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
175,Muzaffarpursakraharlochanpurwah,120,3600.0,0.0,0.0,0.0,120
176,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
177,Muzaffarpursakraharlochanpurwbb,137,4110.0,1500.0,50.0,1500.0,137
178,Muzaffarpursakraharlochanpurwbc,252,7560.0,0.0,0.0,0.0,126
179,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
180,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
181,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
182,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
183,Muzaffarpursakrajagdishpurbaghnagariwaf,752,22530.0,7260.0,115.0,7290.0,94
184,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
185,Muzaffarpursakrajagdishpurbaghnagariwah,907,27540.0,12450.0,147.0,13140.0,115
186,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
187,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
188,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
189,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
190,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
191,Muzaffarpursakrakatesharwab,129,3870.0,30.0,1.0,30.0,129
192,Muzaffarpursakrakeshopurwad,230,6900.0,3960.0,98.0,3960.0,116
193,Muzaffarpursakrakeshopurwba,152,4560.0,0.0,0.0,0.0,152
194,Muzaffarpursakrakeshopurwbb,102,3060.0,0.0,0.0,0.0,103
195,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
196,Muzaffarpursakrakeshopurwbe,158,4740.0,0.0,0.0,0.0,158
197,Muzaffarpursakramachhahiwbd,1,700.0,0.0,0.0,0.0,193
198,Muzaffarpursakramajhauliyawab,883,40665.0,21133.0,389.0,21533.0,132
199,Muzaffarpursakramajhauliyawac,771,27310.0,11991.0,109.0,12546.0,111
200,Muzaffarpursakramajhauliyawad,111,16535.0,2635.0,86.0,2740.0,123
201,Muzaffarpursakramajhauliyawae,56,2650.0,1230.0,12.0,1260.0,150
202,Muzaffarpursakramajhauliyawag,31,6170.0,1080.0,19.0,1080.0,153
203,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
204,Muzaffarpursakramajhauliyawai,985,33540.0,11320.0,171.0,13510.0,123
205,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
206,Muzaffarpursakramajhauliyawba,914,34370.0,13650.0,98.0,15000.0,125
207,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
208,Muzaffarpursakramajhauliyawbc,1121,69925.0,17480.0,145.0,17480.0,156
209,Muzaffarpursakramajhauliyawbd,871,13290.0,10530.0,142.0,15850.0,115
210,Muzaffarpursakramajhauliyawbe,20,10590.0,0.0,0.0,0.0,106
211,Muzaffarpursakramajhauliyawbf,624,23950.0,11400.0,201.0,12570.0,137
212,Muzaffarpursakramarwanurfajijnagarwab,143,4290.0,0.0,0.0,0.0,143
213,Muzaffarpursakramarwanurfajijnagarwae,98,2940.0,0.0,0.0,0.0,98
214,Muzaffarpursakramarwanurfajijnagarwag,78,2340.0,0.0,0.0,0.0,78
215,Muzaffarpursakramarwanurfajijnagarwbb,89,2670.0,0.0,0.0,0.0,89
216,Muzaffarpursakramarwanurfajijnagarwbc,215,6450.0,0.0,0.0,0.0,215
217,Muzaffarpursakramarwanurfajijnagarwbe,104,3120.0,0.0,0.0,0.0,104
218,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
219,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
220,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
221,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
222,Muzaffarpursakramishrauliyawbf,153,4590.0,0.0,0.0,0.0,153
223,Muzaffarpursakramishrauliyawbg,110,3300.0,0.0,0.0,0.0,110
224,Muzaffarpursakramishrauliyawbh,188,5500.0,3740.0,104.0,3880.0,94
225,Muzaffarpursakraraghunathpurdonmawab,226,6780.0,120.0,4.0,120.0,113
226,Muzaffarpursakraraghunathpurdonmawad,240,7200.0,30.0,1.0,30.0,121
227,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
228,Muzaffarpursakrarajapakarwab,69,2070.0,0.0,0.0,0.0,69
229,Muzaffarpursakrarajapakarwac,120,3600.0,0.0,0.0,0.0,120
230,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
231,Muzaffarpursakrarajapakarwai,56,1680.0,0.0,0.0,0.0,56
232,Muzaffarpursakrarajapakarwbb,129,3870.0,0.0,0.0,0.0,129
233,Muzaffarpursakrarajapakarwbd,74,2220.0,0.0,0.0,0.0,74
234,Muzaffarpursakrarajapakarwbe,113,3390.0,30.0,1.0,30.0,113
235,Muzaffarpursakrarampurkrishnawab,98,2940.0,0.0,0.0,0.0,98
236,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
237,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
238,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
239,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
240,Muzaffarpursakrarupanpattimathurawah,103,3090.0,60.0,2.0,60.0,103
241,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
242,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
243,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
244,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
245,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
246,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
247,Muzaffarpursakrasakrawajidwba,129,3870.0,0.0,0.0,0.0,129
248,Muzaffarpursakrasakrawajidwbb,120,3600.0,0.0,0.0,0.0,120
249,Muzaffarpursakrasakrawajidwbc,240,7200.0,30.0,1.0,30.0,120
250,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
251,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
252,Muzaffarpursakrasarmastpurwae,246,7380.0,1550.0,48.0,1550.0,123
253,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
254,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
