,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
60,Muzaffarpurbandrapatsarawbc,216,6480.0,30.0,1.0,30.0,216
61,Muzaffarpurbandrapatsarawbd,108,3240.0,0.0,0.0,0.0,108
62,Muzaffarpurbandrapirapurwab,575,17250.0,0.0,0.0,0.0,115
63,Muzaffarpurbandrapirapurwac,352,10560.0,90.0,2.0,90.0,88
64,Muzaffarpurbandrapirapurwad,351,10530.0,30.0,1.0,30.0,117
65,Muzaffarpurbandrapirapurwae,518,16170.0,450.0,3.0,450.0,106
66,Muzaffarpurbandrapirapurwag,576,17280.0,60.0,1.0,60.0,144
67,Muzaffarpurbandrapirapurwah,880,26400.0,4580.0,48.0,4580.0,176
68,Muzaffarpurbandrapirapurwai,780,23490.0,11040.0,214.0,11040.0,157
69,Muzaffarpurbandrapirapurwaj,1010,30300.0,120.0,1.0,120.0,202
70,Muzaffarpurbandrapirapurwba,715,20560.0,9040.0,121.0,9930.0,145
71,Muzaffarpurbandrapirapurwbb,600,18000.0,90.0,2.0,90.0,120
72,Muzaffarpurbandrapirapurwbc,710,21260.0,7110.0,100.0,7150.0,142
73,Muzaffarpurbandrapirapurwbd,488,14640.0,120.0,1.0,120.0,122
74,Muzaffarpurbandrarampurdayalwab,400,12000.0,240.0,2.0,240.0,80
75,Muzaffarpurbandrarampurdayalwac,775,23250.0,150.0,3.0,150.0,155
76,Muzaffarpurbandrarampurdayalwad,192,5760.0,0.0,0.0,0.0,48
77,Muzaffarpurbandrarampurdayalwae,370,11100.0,0.0,0.0,0.0,74
78,Muzaffarpurbandrarampurdayalwaf,636,19080.0,0.0,0.0,0.0,159
79,Muzaffarpurbandrarampurdayalwah,612,18360.0,2490.0,29.0,2490.0,153
80,Muzaffarpurbandrarampurdayalwai,736,22080.0,360.0,6.0,360.0,184
81,Muzaffarpurbandrarampurdayalwaj,259,7770.0,120.0,2.0,120.0,65
82,Muzaffarpurbandrarampurdayalwba,308,9240.0,2070.0,18.0,2070.0,77
83,Muzaffarpurbandrarampurdayalwbb,764,22920.0,240.0,4.0,240.0,191
84,Muzaffarpurbandrarampurdayalwbc,656,19680.0,30.0,1.0,30.0,164
85,Muzaffarpurbandrarampurdayalwbd,995,29850.0,5120.0,57.0,5120.0,199
86,Muzaffarpurbandrasundarpurratwarawab,140,4200.0,0.0,0.0,0.0,140
87,Muzaffarpurbandrasundarpurratwarawac,106,3180.0,0.0,0.0,0.0,106
88,Muzaffarpurbandrasundarpurratwarawad,91,2730.0,0.0,0.0,0.0,89
89,Muzaffarpurbandrasundarpurratwarawaj,148,4440.0,30.0,1.0,30.0,148
90,Muzaffarpurbandrasundarpurratwarawba,121,3580.0,1260.0,42.0,1310.0,129
91,Muzaffarpurbandrasundarpurratwarawbb,104,3120.0,0.0,0.0,0.0,104
92,Muzaffarpurbandrasundarpurratwarawbd,88,2640.0,0.0,0.0,0.0,88
93,Muzaffarpurbandratepariwac,175,5310.0,180.0,3.0,180.0,88
94,Muzaffarpurbandratepariwad,102,3060.0,30.0,1.0,30.0,103
95,Muzaffarpurbandratepariwag,165,4950.0,0.0,0.0,0.0,165
96,Muzaffarpurbandratepariwah,272,8160.0,0.0,0.0,0.0,136
97,Muzaffarpurbandratepariwai,258,7740.0,0.0,0.0,0.0,130
98,Muzaffarpurbandratepariwaj,138,4140.0,880.0,30.0,880.0,69
99,Muzaffarpurbandratepariwba,98,2850.0,150.0,5.0,240.0,98
100,Muzaffarpurbandratepariwbb,103,3090.0,30.0,1.0,30.0,108
101,Muzaffarpurbandratepariwbc,74,2220.0,30.0,1.0,30.0,75
102,Muzaffarpurbandratepariwbd,211,6330.0,0.0,0.0,0.0,211
103,Muzaffarpurbandratepariwbe,298,8940.0,0.0,0.0,0.0,149
104,Muzaffarpurbandratepariwbf,286,8580.0,0.0,0.0,0.0,143
105,Muzaffarpurmoraulbishanpurbakhriwad,87,2610.0,30.0,1.0,30.0,87
106,Muzaffarpurmoraulbishanpurbakhriwah,97,2910.0,30.0,1.0,30.0,97
107,Muzaffarpurmoraulbishanpurbakhriwai,81,2430.0,1230.0,41.0,1230.0,83
108,Muzaffarpurmoraulbishanpurbakhriwaj,372,11160.0,5910.0,100.0,5910.0,124
109,Muzaffarpurmoraulbishanpurbakhriwbb,136,4080.0,0.0,0.0,0.0,136
110,Muzaffarpurmoraulbishanpurbakhriwbe,194,5820.0,60.0,2.0,60.0,97
111,Muzaffarpurmoraulbishanpurbakhriwbf,192,5640.0,1050.0,23.0,1230.0,96
112,Muzaffarpurmoraulbishanpurshreeramwac,82,2460.0,0.0,0.0,0.0,82
113,Muzaffarpurmoraulharsingpurlautanwab,3,90.0,90.0,4.0,240.0,48
114,Muzaffarpurmoraulharsingpurlautanwac,168,5040.0,4060.0,70.0,4060.0,84
115,Muzaffarpurmoraulharsingpurlautanwad,296,8640.0,4620.0,139.0,4860.0,148
116,Muzaffarpurmoraulharsingpurlautanwae,166,4980.0,120.0,4.0,120.0,83
117,Muzaffarpurmoraulharsingpurlautanwag,122,3660.0,330.0,11.0,330.0,122
118,Muzaffarpurmoraulharsingpurlautanwbb,206,6180.0,860.0,28.0,860.0,103
119,Muzaffarpurmoraulharsingpurlautanwbd,66,1980.0,960.0,32.0,960.0,33
120,Muzaffarpurmoraulitaharasulnagarwac,95,2850.0,1520.0,52.0,1520.0,95
121,Muzaffarpurmoraulitaharasulnagarwae,51,1530.0,30.0,1.0,30.0,51
122,Muzaffarpurmoraulitaharasulnagarwaf,142,4260.0,1530.0,51.0,1530.0,142
123,Muzaffarpurmoraulitaharasulnagarwag,107,3210.0,30.0,1.0,30.0,107
124,Muzaffarpurmoraulitaharasulnagarwaj,105,3150.0,2190.0,73.0,2190.0,105
125,Muzaffarpurmoraulitaharasulnagarwbb,80,2400.0,30.0,1.0,30.0,80
126,Muzaffarpurmoraulitaharasulnagarwbc,108,3240.0,390.0,13.0,390.0,108
127,Muzaffarpurmoraulmahmadpurbadalwac,129,3780.0,90.0,3.0,180.0,130
128,Muzaffarpurmoraulmeerapurwac,91,-510.0,720.0,24.0,3960.0,93
129,Muzaffarpurmoraulmeerapurwaf,102,2880.0,120.0,4.0,300.0,102
130,Muzaffarpurmoraulmeerapurwah,153,4500.0,30.0,1.0,120.0,153
131,Muzaffarpurmoraulmeerapurwaj,128,3810.0,120.0,3.0,150.0,64
132,Muzaffarpurmoraulmeerapurwbe,1,30.0,0.0,0.0,0.0,139
133,Muzaffarpurmoraulpilkhigajpattiwab,294,8730.0,120.0,2.0,210.0,98
134,Muzaffarpurmoraulpilkhigajpattiwad,122,3660.0,0.0,0.0,0.0,122
135,Muzaffarpurmoraulpilkhigajpattiwaf,93,2550.0,30.0,1.0,270.0,93
136,Muzaffarpurmoraulpilkhigajpattiwah,87,2250.0,210.0,7.0,570.0,87
137,Muzaffarpurmoraulpilkhigajpattiwai,114,2460.0,1260.0,42.0,2220.0,114
138,Muzaffarpurmoraulpilkhigajpattiwaj,181,5400.0,30.0,1.0,60.0,181
139,Muzaffarpurmoraulpilkhigajpattiwba,89,2310.0,360.0,12.0,720.0,89
140,Muzaffarpurmoraulpilkhigajpattiwbb,67,40.0,750.0,25.0,2720.0,67
141,Muzaffarpurmoraulpilkhigajpattiwbc,324,9360.0,390.0,8.0,750.0,108
142,Muzaffarpurmoraulpilkhigajpattiwbd,77,2070.0,150.0,5.0,390.0,77
143,Muzaffarpurmoraulpilkhigajpattiwbe,81,2220.0,150.0,5.0,360.0,81
144,Muzaffarpurmoraulsadiqpurmuraulwac,54,1620.0,120.0,4.0,120.0,54
145,Muzaffarpurmoraulsadiqpurmuraulwad,110,3300.0,90.0,3.0,90.0,55
146,Muzaffarpurmoraulsadiqpurmuraulwai,174,5220.0,450.0,8.0,450.0,87
147,Muzaffarpurmoraulvidhyajhanpwab,222,6660.0,3600.0,61.0,3600.0,111
148,Muzaffarpurmoraulvidhyajhanpwac,416,12480.0,2780.0,69.0,2780.0,104
149,Muzaffarpurmoraulvidhyajhanpwad,590,17700.0,8370.0,252.0,8370.0,118
150,Muzaffarpurmoraulvidhyajhanpwae,376,11280.0,4260.0,48.0,4260.0,94
151,Muzaffarpurmoraulvidhyajhanpwag,515,15150.0,9750.0,292.0,10050.0,103
152,Muzaffarpurmoraulvidhyajhanpwah,594,17820.0,910.0,11.0,910.0,149
153,Muzaffarpurmoraulvidhyajhanpwai,512,15360.0,12870.0,203.0,12870.0,128
154,Muzaffarpursakrabajibuzurgwac,175,5250.0,540.0,18.0,540.0,173
155,Muzaffarpursakrabajibuzurgwad,110,3300.0,480.0,16.0,480.0,110
156,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
157,Muzaffarpursakrabajibuzurgwai,130,3900.0,0.0,0.0,0.0,130
158,Muzaffarpursakrabajibuzurgwaj,151,4530.0,0.0,0.0,0.0,151
159,Muzaffarpursakrabajibuzurgwbc,119,3570.0,60.0,2.0,60.0,119
160,Muzaffarpursakrabajibuzurgwbe,143,4290.0,0.0,0.0,0.0,143
161,Muzaffarpursakrabajibuzurgwbf,110,3300.0,0.0,0.0,0.0,110
162,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
163,Muzaffarpursakrabhartipurwad,280,11290.0,1810.0,29.0,1820.0,181
164,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
165,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
166,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
167,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
168,Muzaffarpursakrabhartipurwai,181,5430.0,1620.0,54.0,1620.0,181
169,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
170,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
171,Muzaffarpursakrachandanpattiwab,274,8220.0,7260.0,122.0,7260.0,137
172,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
173,Muzaffarpursakrachandanpattiwag,438,12980.0,5020.0,131.0,5300.0,145
174,Muzaffarpursakrachandanpattiwah,145,4350.0,1620.0,54.0,1620.0,145
175,Muzaffarpursakrachandanpattiwai,232,6960.0,3060.0,102.0,3060.0,116
176,Muzaffarpursakrachandanpattiwaj,522,15360.0,7410.0,161.0,7860.0,174
177,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
178,Muzaffarpursakrachandanpattiwbb,300,9000.0,5520.0,164.0,5520.0,150
179,Muzaffarpursakrachandanpattiwbc,75,2250.0,1650.0,55.0,1650.0,75
180,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
181,Muzaffarpursakradihuliishakwad,106,3180.0,810.0,27.0,810.0,107
182,Muzaffarpursakradihuliishakwae,364,10920.0,0.0,0.0,0.0,182
183,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
184,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
185,Muzaffarpursakradihuliishakwbd,220,6600.0,0.0,0.0,0.0,110
186,Muzaffarpursakradubhabuzurgwaj,235,6870.0,1860.0,62.0,1860.0,118
187,Muzaffarpursakragannipurbejhawag,145,4350.0,900.0,30.0,900.0,145
188,Muzaffarpursakragannipurbejhawah,152,4560.0,0.0,0.0,0.0,152
189,Muzaffarpursakragannipurbejhawaj,153,4590.0,60.0,2.0,60.0,153
190,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
191,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
192,Muzaffarpursakraharlochanpurwah,120,3600.0,0.0,0.0,0.0,120
193,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
194,Muzaffarpursakraharlochanpurwbb,137,4110.0,1500.0,50.0,1500.0,137
195,Muzaffarpursakraharlochanpurwbc,252,7560.0,0.0,0.0,0.0,126
196,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
197,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
198,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
199,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
200,Muzaffarpursakrajagdishpurbaghnagariwaf,752,22530.0,7260.0,115.0,7290.0,94
201,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
202,Muzaffarpursakrajagdishpurbaghnagariwah,907,27540.0,12450.0,147.0,13140.0,115
203,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
204,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
205,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
206,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
207,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
208,Muzaffarpursakrakatesharwab,129,3870.0,30.0,1.0,30.0,129
209,Muzaffarpursakrakeshopurwad,230,6900.0,3960.0,98.0,3960.0,116
210,Muzaffarpursakrakeshopurwba,152,4560.0,0.0,0.0,0.0,152
211,Muzaffarpursakrakeshopurwbb,105,3150.0,3030.0,99.0,3030.0,103
212,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
213,Muzaffarpursakrakeshopurwbe,158,4740.0,0.0,0.0,0.0,158
214,Muzaffarpursakramachhahiwbd,1,700.0,0.0,0.0,0.0,193
215,Muzaffarpursakramajhauliyawab,883,40665.0,21133.0,389.0,21533.0,132
216,Muzaffarpursakramajhauliyawac,771,27310.0,11991.0,109.0,12546.0,111
217,Muzaffarpursakramajhauliyawad,111,16535.0,2635.0,86.0,2740.0,123
218,Muzaffarpursakramajhauliyawae,203,21270.0,4045.0,82.0,4075.0,151
219,Muzaffarpursakramajhauliyawag,31,6170.0,1080.0,19.0,1080.0,153
220,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
221,Muzaffarpursakramajhauliyawai,985,33540.0,11320.0,171.0,13510.0,123
222,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
223,Muzaffarpursakramajhauliyawba,914,34370.0,13650.0,98.0,15000.0,125
224,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
225,Muzaffarpursakramajhauliyawbc,1121,69925.0,17480.0,145.0,17480.0,156
226,Muzaffarpursakramajhauliyawbd,871,13290.0,10530.0,142.0,15850.0,115
227,Muzaffarpursakramajhauliyawbe,20,10590.0,0.0,0.0,0.0,106
228,Muzaffarpursakramajhauliyawbf,624,23950.0,11400.0,201.0,12570.0,137
229,Muzaffarpursakramarwanurfajijnagarwab,143,4290.0,0.0,0.0,0.0,143
230,Muzaffarpursakramarwanurfajijnagarwae,98,2940.0,0.0,0.0,0.0,98
231,Muzaffarpursakramarwanurfajijnagarwag,78,2340.0,0.0,0.0,0.0,78
232,Muzaffarpursakramarwanurfajijnagarwbb,89,2670.0,0.0,0.0,0.0,89
233,Muzaffarpursakramarwanurfajijnagarwbc,215,6450.0,0.0,0.0,0.0,215
234,Muzaffarpursakramarwanurfajijnagarwbe,104,3120.0,0.0,0.0,0.0,104
235,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
236,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
237,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
238,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
239,Muzaffarpursakramishrauliyawbf,153,4590.0,0.0,0.0,0.0,153
240,Muzaffarpursakramishrauliyawbg,110,3300.0,0.0,0.0,0.0,110
241,Muzaffarpursakramishrauliyawbh,188,5500.0,3740.0,104.0,3880.0,94
242,Muzaffarpursakraraghunathpurdonmawab,226,6780.0,120.0,4.0,120.0,113
243,Muzaffarpursakraraghunathpurdonmawad,240,7200.0,30.0,1.0,30.0,121
244,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
245,Muzaffarpursakraraghunathpurdonmawbe,66,1980.0,60.0,2.0,60.0,33
246,Muzaffarpursakrarajapakarwab,69,2070.0,0.0,0.0,0.0,69
247,Muzaffarpursakrarajapakarwac,120,3600.0,0.0,0.0,0.0,120
248,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
249,Muzaffarpursakrarajapakarwai,56,1680.0,0.0,0.0,0.0,56
250,Muzaffarpursakrarajapakarwbb,129,3870.0,0.0,0.0,0.0,129
251,Muzaffarpursakrarajapakarwbd,74,2220.0,0.0,0.0,0.0,74
252,Muzaffarpursakrarajapakarwbe,113,3390.0,30.0,1.0,30.0,113
253,Muzaffarpursakrarampurkrishnawab,98,2940.0,0.0,0.0,0.0,98
254,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
255,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
256,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
257,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
258,Muzaffarpursakrarupanpattimathurawah,103,3090.0,60.0,2.0,60.0,103
259,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
260,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
261,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
262,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
263,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
264,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
265,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
266,Muzaffarpursakrasakrawajidwba,129,3870.0,0.0,0.0,0.0,129
267,Muzaffarpursakrasakrawajidwbb,120,3600.0,120.0,4.0,120.0,120
268,Muzaffarpursakrasakrawajidwbc,240,7200.0,30.0,1.0,30.0,120
269,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
270,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
271,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
272,Muzaffarpursakrasarmastpurwae,246,7380.0,1730.0,52.0,1730.0,123
273,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
274,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
275,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
