,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
316,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
317,Muzaffarpursakrarampurkrishnawad,170,5100.0,840.0,14.0,840.0,85
318,Muzaffarpursakrarampurkrishnawae,40,1200.0,0.0,0.0,0.0,49
319,Muzaffarpursakrarampurkrishnawai,80,2400.0,0.0,0.0,0.0,80
320,Muzaffarpursakrarampurkrishnawba,70,2100.0,0.0,0.0,0.0,70
321,Muzaffarpursakrarampurkrishnawbb,53,1590.0,0.0,0.0,0.0,53
322,Muzaffarpursakrarampurkrishnawbd,101,3030.0,0.0,0.0,0.0,101
323,Muzaffarpursakrarampurkrishnawbe,107,3210.0,30.0,1.0,30.0,107
324,Muzaffarpursakrarampurmaniwab,157,4710.0,0.0,0.0,0.0,157
325,Muzaffarpursakrarampurmaniwac,70,2100.0,0.0,0.0,0.0,70
326,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
327,Muzaffarpursakrarampurmaniwba,192,5760.0,0.0,0.0,0.0,96
328,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
329,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
330,Muzaffarpursakrarupanpattimathurawaf,167,5010.0,0.0,0.0,0.0,167
331,Muzaffarpursakrarupanpattimathurawah,206,6180.0,90.0,3.0,90.0,103
332,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
333,Muzaffarpursakrarupanpattimathurawbe,378,11340.0,0.0,0.0,0.0,189
334,Muzaffarpursakrasakrawajidwac,55,1650.0,0.0,0.0,0.0,55
335,Muzaffarpursakrasakrawajidwad,158,4740.0,0.0,0.0,0.0,79
336,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
337,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
338,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
339,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
340,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
341,Muzaffarpursakrasakrawajidwba,389,12070.0,8420.0,235.0,8440.0,131
342,Muzaffarpursakrasakrawajidwbb,240,7200.0,870.0,29.0,870.0,120
343,Muzaffarpursakrasakrawajidwbc,360,10800.0,2340.0,40.0,2340.0,120
344,Muzaffarpursakrasakrawajidwbd,450,13500.0,3830.0,53.0,3830.0,150
345,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
346,Muzaffarpursakrasakrawajidwbf,230,6900.0,720.0,15.0,720.0,115
347,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
348,Muzaffarpursakrasarmastpurwae,493,14690.0,3140.0,85.0,3270.0,124
349,Muzaffarpursakrasarmastpurwai,232,6960.0,120.0,2.0,120.0,116
350,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
351,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
352,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
353,Muzaffarpursakrasirajabadwaj,103,3090.0,30.0,1.0,30.0,103
