,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
181,Muzaffarpursakrabajibuzurgwad,220,6600.0,1410.0,47.0,1410.0,110
182,Muzaffarpursakrabajibuzurgwaf,116,3480.0,0.0,0.0,0.0,116
183,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
184,Muzaffarpursakrabajibuzurgwai,260,7800.0,0.0,0.0,0.0,130
185,Muzaffarpursakrabajibuzurgwaj,302,9060.0,0.0,0.0,0.0,151
186,Muzaffarpursakrabajibuzurgwba,74,2160.0,270.0,9.0,330.0,74
187,Muzaffarpursakrabajibuzurgwbc,238,7140.0,60.0,2.0,60.0,119
188,Muzaffarpursakrabajibuzurgwbd,236,7080.0,1230.0,41.0,1230.0,118
189,Muzaffarpursakrabajibuzurgwbe,286,8580.0,0.0,0.0,0.0,143
190,Muzaffarpursakrabajibuzurgwbf,220,6600.0,60.0,1.0,60.0,110
191,Muzaffarpursakraberuadihwac,97,2910.0,0.0,0.0,0.0,97
192,Muzaffarpursakraberuadihwbc,68,2040.0,0.0,0.0,0.0,69
193,Muzaffarpursakraberuadihwbd,202,6060.0,0.0,0.0,0.0,101
194,Muzaffarpursakraberuadihwbf,144,4320.0,0.0,0.0,0.0,72
195,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
196,Muzaffarpursakrabhartipurwad,380,13780.0,3210.0,63.0,3730.0,181
197,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
198,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
199,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
200,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
201,Muzaffarpursakrabhartipurwai,184,5510.0,1860.0,60.0,1870.0,181
202,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
203,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
204,Muzaffarpursakrachandanpattiwab,411,12330.0,7260.0,122.0,7260.0,137
205,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
206,Muzaffarpursakrachandanpattiwag,729,21900.0,9820.0,217.0,10120.0,151
207,Muzaffarpursakrachandanpattiwah,437,13230.0,6990.0,187.0,6990.0,147
208,Muzaffarpursakrachandanpattiwai,580,17400.0,7080.0,203.0,7080.0,116
209,Muzaffarpursakrachandanpattiwaj,522,15360.0,7410.0,161.0,7860.0,174
210,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
211,Muzaffarpursakrachandanpattiwbb,750,22500.0,17370.0,450.0,17370.0,150
212,Muzaffarpursakrachandanpattiwbc,300,9000.0,7320.0,224.0,7320.0,75
213,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
214,Muzaffarpursakradihuliishakwad,106,3180.0,840.0,28.0,840.0,107
215,Muzaffarpursakradihuliishakwae,364,10920.0,0.0,0.0,0.0,182
216,Muzaffarpursakradihuliishakwag,99,2970.0,0.0,0.0,0.0,99
217,Muzaffarpursakradihuliishakwah,152,4560.0,0.0,0.0,0.0,152
218,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
219,Muzaffarpursakradihuliishakwba,81,2430.0,0.0,0.0,0.0,81
220,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
221,Muzaffarpursakradihuliishakwbd,330,9900.0,660.0,11.0,660.0,110
222,Muzaffarpursakradubhabuzurgwaj,469,13890.0,6017.0,125.0,6017.0,118
223,Muzaffarpursakragannipurbejhawac,96,2880.0,0.0,0.0,0.0,96
224,Muzaffarpursakragannipurbejhawad,87,2610.0,0.0,0.0,0.0,87
225,Muzaffarpursakragannipurbejhawag,435,13050.0,3240.0,83.0,3240.0,145
226,Muzaffarpursakragannipurbejhawah,456,13680.0,90.0,2.0,90.0,152
227,Muzaffarpursakragannipurbejhawaj,306,9180.0,60.0,2.0,60.0,153
228,Muzaffarpursakragannipurbejhawbb,376,11280.0,2010.0,67.0,2010.0,188
229,Muzaffarpursakragauriharkhaliknagarwac,111,3330.0,0.0,0.0,0.0,111
230,Muzaffarpursakragauriharkhaliknagarwaf,240,7200.0,0.0,0.0,0.0,120
231,Muzaffarpursakragauriharkhaliknagarwag,98,2940.0,0.0,0.0,0.0,98
232,Muzaffarpursakragauriharkhaliknagarwah,82,2460.0,0.0,0.0,0.0,82
233,Muzaffarpursakragauriharkhaliknagarwbc,320,9600.0,0.0,0.0,0.0,160
234,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
235,Muzaffarpursakraharlochanpurwad,83,2490.0,0.0,0.0,0.0,83
236,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
237,Muzaffarpursakraharlochanpurwah,120,3600.0,0.0,0.0,0.0,120
238,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
239,Muzaffarpursakraharlochanpurwbb,137,4110.0,1500.0,50.0,1500.0,137
240,Muzaffarpursakraharlochanpurwbc,378,11340.0,0.0,0.0,0.0,126
241,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
242,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
243,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
244,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
245,Muzaffarpursakrajagdishpurbaghnagariwaf,752,22530.0,7260.0,115.0,7290.0,94
246,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
247,Muzaffarpursakrajagdishpurbaghnagariwah,1137,33900.0,20080.0,209.0,21310.0,116
248,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
249,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
250,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
251,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
252,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
253,Muzaffarpursakrakatesharwab,129,3870.0,30.0,1.0,30.0,129
254,Muzaffarpursakrakatesharwah,96,2880.0,30.0,1.0,30.0,96
255,Muzaffarpursakrakatesharwba,200,6000.0,0.0,0.0,0.0,100
256,Muzaffarpursakrakatesharwbb,101,2250.0,690.0,23.0,1470.0,101
257,Muzaffarpursakrakeshopurwad,345,10350.0,8040.0,181.0,8040.0,116
258,Muzaffarpursakrakeshopurwae,214,6420.0,30.0,1.0,30.0,107
259,Muzaffarpursakrakeshopurwai,146,4380.0,720.0,24.0,720.0,146
260,Muzaffarpursakrakeshopurwba,304,9120.0,0.0,0.0,0.0,152
261,Muzaffarpursakrakeshopurwbb,208,6130.0,3540.0,116.0,3650.0,103
262,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
263,Muzaffarpursakrakeshopurwbe,474,14220.0,60.0,2.0,60.0,158
264,Muzaffarpursakramachhahiwbd,573,17980.0,3450.0,99.0,3450.0,192
265,Muzaffarpursakramajhauliyawab,1147,48445.0,30299.0,541.0,30839.0,132
266,Muzaffarpursakramajhauliyawac,881,30610.0,18745.0,166.0,19300.0,111
267,Muzaffarpursakramajhauliyawad,879,39575.0,11690.0,174.0,11795.0,123
268,Muzaffarpursakramajhauliyawae,478,29340.0,11488.0,259.0,11818.0,151
269,Muzaffarpursakramajhauliyawag,352,16010.0,2400.0,36.0,2400.0,153
270,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
271,Muzaffarpursakramajhauliyawai,985,33540.0,11320.0,171.0,13510.0,123
272,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
273,Muzaffarpursakramajhauliyawba,914,34370.0,13650.0,98.0,15000.0,125
274,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
275,Muzaffarpursakramajhauliyawbc,1417,78805.0,24300.0,205.0,24300.0,156
276,Muzaffarpursakramajhauliyawbd,985,8880.0,13760.0,203.0,26910.0,115
277,Muzaffarpursakramajhauliyawbe,848,35370.0,13810.0,66.0,13870.0,106
278,Muzaffarpursakramajhauliyawbf,702,26290.0,11400.0,201.0,12570.0,137
279,Muzaffarpursakramarwanurfajijnagarwab,143,4290.0,0.0,0.0,0.0,143
280,Muzaffarpursakramarwanurfajijnagarwae,196,5880.0,0.0,0.0,0.0,98
281,Muzaffarpursakramarwanurfajijnagarwag,156,4680.0,0.0,0.0,0.0,78
282,Muzaffarpursakramarwanurfajijnagarwah,1,30.0,0.0,0.0,0.0,113
283,Muzaffarpursakramarwanurfajijnagarwba,100,3000.0,0.0,0.0,0.0,100
284,Muzaffarpursakramarwanurfajijnagarwbb,178,5340.0,0.0,0.0,0.0,89
285,Muzaffarpursakramarwanurfajijnagarwbc,215,6450.0,0.0,0.0,0.0,215
286,Muzaffarpursakramarwanurfajijnagarwbe,208,6240.0,0.0,0.0,0.0,104
287,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
288,Muzaffarpursakramishrauliyawac,96,2880.0,0.0,0.0,0.0,120
289,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
290,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
291,Muzaffarpursakramishrauliyawbb,147,4410.0,0.0,0.0,0.0,147
292,Muzaffarpursakramishrauliyawbd,264,7920.0,0.0,0.0,0.0,132
293,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
294,Muzaffarpursakramishrauliyawbf,153,4590.0,30.0,1.0,30.0,153
295,Muzaffarpursakramishrauliyawbg,330,9900.0,180.0,3.0,180.0,110
296,Muzaffarpursakramishrauliyawbh,378,11110.0,8450.0,216.0,8740.0,96
297,Muzaffarpursakraraghunathpurdonmawab,339,10170.0,120.0,4.0,120.0,113
298,Muzaffarpursakraraghunathpurdonmawac,99,2970.0,0.0,0.0,0.0,99
299,Muzaffarpursakraraghunathpurdonmawad,240,7200.0,30.0,1.0,30.0,121
300,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
301,Muzaffarpursakraraghunathpurdonmawbb,92,2760.0,0.0,0.0,0.0,92
302,Muzaffarpursakraraghunathpurdonmawbc,61,1830.0,0.0,0.0,0.0,61
303,Muzaffarpursakraraghunathpurdonmawbe,66,1980.0,60.0,2.0,60.0,33
304,Muzaffarpursakrarajapakarwab,140,4200.0,120.0,4.0,120.0,70
305,Muzaffarpursakrarajapakarwac,240,7200.0,0.0,0.0,0.0,120
306,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
307,Muzaffarpursakrarajapakarwaf,105,3150.0,30.0,1.0,30.0,105
308,Muzaffarpursakrarajapakarwag,138,4140.0,0.0,0.0,0.0,138
309,Muzaffarpursakrarajapakarwah,208,6240.0,0.0,0.0,0.0,104
310,Muzaffarpursakrarajapakarwai,56,1680.0,0.0,0.0,0.0,56
311,Muzaffarpursakrarajapakarwba,74,2220.0,30.0,1.0,30.0,74
312,Muzaffarpursakrarajapakarwbb,258,7740.0,0.0,0.0,0.0,129
313,Muzaffarpursakrarajapakarwbd,148,4440.0,1920.0,64.0,1920.0,74
314,Muzaffarpursakrarajapakarwbe,226,6780.0,30.0,1.0,30.0,113
315,Muzaffarpursakrarampurkrishnawab,196,5880.0,0.0,0.0,0.0,98
