,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
60,Muzaffarpurbandrarampurdayalwai,736,22080.0,360.0,6.0,360.0,184
61,Muzaffarpurbandrarampurdayalwaj,259,7770.0,120.0,2.0,120.0,65
62,Muzaffarpurbandrarampurdayalwba,308,9240.0,2070.0,18.0,2070.0,77
63,Muzaffarpurbandrarampurdayalwbb,764,22920.0,240.0,4.0,240.0,191
64,Muzaffarpurbandrarampurdayalwbc,656,19680.0,30.0,1.0,30.0,164
65,Muzaffarpurbandrarampurdayalwbd,995,29850.0,5120.0,57.0,5120.0,199
66,Muzaffarpurbandrasundarpurratwarawad,2,60.0,0.0,0.0,0.0,89
67,Muzaffarpurbandrasundarpurratwarawba,123,3690.0,0.0,0.0,0.0,123
68,Muzaffarpurbandratepariwaj,69,2070.0,240.0,8.0,240.0,69
69,Muzaffarpurbandratepariwba,98,2850.0,150.0,5.0,240.0,98
70,Muzaffarpurbandratepariwbb,103,3090.0,30.0,1.0,30.0,108
71,Muzaffarpurbandratepariwbc,74,2220.0,30.0,1.0,30.0,75
72,Muzaffarpurmoraulbishanpurbakhriwad,87,2610.0,30.0,1.0,30.0,87
73,Muzaffarpurmoraulbishanpurbakhriwah,97,2910.0,30.0,1.0,30.0,97
74,Muzaffarpurmoraulbishanpurbakhriwai,80,2400.0,1020.0,34.0,1020.0,80
75,Muzaffarpurmoraulbishanpurbakhriwaj,372,11160.0,5910.0,100.0,5910.0,124
76,Muzaffarpurmoraulbishanpurbakhriwbb,136,4080.0,0.0,0.0,0.0,136
77,Muzaffarpurmoraulbishanpurbakhriwbe,194,5820.0,60.0,2.0,60.0,97
78,Muzaffarpurmoraulbishanpurbakhriwbf,96,2760.0,270.0,9.0,390.0,96
79,Muzaffarpurmoraulharsingpurlautanwab,3,90.0,90.0,4.0,240.0,48
80,Muzaffarpurmoraulharsingpurlautanwac,84,2520.0,30.0,1.0,30.0,84
81,Muzaffarpurmoraulharsingpurlautanwad,296,8640.0,3510.0,107.0,3750.0,148
82,Muzaffarpurmoraulharsingpurlautanwae,166,4980.0,120.0,4.0,120.0,83
83,Muzaffarpurmoraulharsingpurlautanwag,122,3660.0,330.0,11.0,330.0,122
84,Muzaffarpurmoraulharsingpurlautanwbb,206,6180.0,770.0,26.0,770.0,103
85,Muzaffarpurmoraulharsingpurlautanwbd,33,990.0,960.0,32.0,960.0,33
86,Muzaffarpurmoraulitaharasulnagarwae,51,1530.0,30.0,1.0,30.0,51
87,Muzaffarpurmoraulitaharasulnagarwag,107,3210.0,30.0,1.0,30.0,107
88,Muzaffarpurmoraulitaharasulnagarwaj,105,3150.0,60.0,2.0,60.0,105
89,Muzaffarpurmoraulitaharasulnagarwbc,108,3240.0,30.0,1.0,30.0,108
90,Muzaffarpurmoraulmeerapurwac,91,480.0,510.0,17.0,2760.0,93
91,Muzaffarpurmoraulmeerapurwaf,102,2880.0,120.0,4.0,300.0,102
92,Muzaffarpurmoraulmeerapurwah,153,4500.0,30.0,1.0,120.0,153
93,Muzaffarpurmoraulmeerapurwaj,128,3810.0,120.0,3.0,150.0,64
94,Muzaffarpurmoraulmeerapurwbe,1,30.0,0.0,0.0,0.0,139
95,Muzaffarpurmoraulpilkhigajpattiwab,294,8730.0,120.0,2.0,210.0,98
96,Muzaffarpurmoraulpilkhigajpattiwad,122,3660.0,0.0,0.0,0.0,122
97,Muzaffarpurmoraulpilkhigajpattiwaf,93,2550.0,30.0,1.0,270.0,93
98,Muzaffarpurmoraulpilkhigajpattiwah,87,2250.0,210.0,7.0,570.0,87
99,Muzaffarpurmoraulpilkhigajpattiwai,114,2460.0,1260.0,42.0,2220.0,114
100,Muzaffarpurmoraulpilkhigajpattiwaj,181,5400.0,30.0,1.0,60.0,181
101,Muzaffarpurmoraulpilkhigajpattiwba,89,2340.0,330.0,11.0,660.0,89
102,Muzaffarpurmoraulpilkhigajpattiwbb,67,250.0,720.0,24.0,2480.0,67
103,Muzaffarpurmoraulpilkhigajpattiwbc,324,9360.0,390.0,8.0,750.0,108
104,Muzaffarpurmoraulpilkhigajpattiwbd,77,2070.0,150.0,5.0,390.0,77
105,Muzaffarpurmoraulpilkhigajpattiwbe,81,2220.0,150.0,5.0,360.0,81
106,Muzaffarpurmoraulsadiqpurmuraulwac,54,1620.0,120.0,4.0,120.0,54
107,Muzaffarpurmoraulsadiqpurmuraulwad,110,3300.0,90.0,3.0,90.0,55
108,Muzaffarpurmoraulsadiqpurmuraulwai,174,5220.0,450.0,8.0,450.0,87
109,Muzaffarpurmoraulvidhyajhanpwab,222,6660.0,3600.0,61.0,3600.0,111
110,Muzaffarpurmoraulvidhyajhanpwac,416,12480.0,2780.0,69.0,2780.0,104
111,Muzaffarpurmoraulvidhyajhanpwad,472,14160.0,8370.0,252.0,8370.0,118
112,Muzaffarpurmoraulvidhyajhanpwae,376,11280.0,900.0,17.0,900.0,94
113,Muzaffarpurmoraulvidhyajhanpwag,412,12060.0,9750.0,292.0,10050.0,103
114,Muzaffarpurmoraulvidhyajhanpwah,147,4410.0,30.0,1.0,30.0,147
115,Muzaffarpurmoraulvidhyajhanpwai,512,15360.0,12870.0,203.0,12870.0,128
116,Muzaffarpursakrabajibuzurgwac,175,5250.0,540.0,18.0,540.0,173
117,Muzaffarpursakrabajibuzurgwad,110,3300.0,480.0,16.0,480.0,110
118,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
119,Muzaffarpursakrabajibuzurgwai,130,3900.0,0.0,0.0,0.0,130
120,Muzaffarpursakrabajibuzurgwaj,151,4530.0,0.0,0.0,0.0,151
121,Muzaffarpursakrabajibuzurgwbc,119,3570.0,60.0,2.0,60.0,119
122,Muzaffarpursakrabajibuzurgwbe,143,4290.0,0.0,0.0,0.0,143
123,Muzaffarpursakrabajibuzurgwbf,110,3300.0,0.0,0.0,0.0,110
124,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
125,Muzaffarpursakrabhartipurwad,280,11290.0,1810.0,29.0,1820.0,181
126,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
127,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
128,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
129,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
130,Muzaffarpursakrabhartipurwai,181,5430.0,1620.0,54.0,1620.0,181
131,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
132,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
133,Muzaffarpursakrachandanpattiwab,274,8220.0,7200.0,121.0,7200.0,137
134,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
135,Muzaffarpursakrachandanpattiwag,439,13010.0,3610.0,97.0,3890.0,147
136,Muzaffarpursakrachandanpattiwah,145,4350.0,1620.0,54.0,1620.0,145
137,Muzaffarpursakrachandanpattiwai,232,6960.0,3060.0,102.0,3060.0,116
138,Muzaffarpursakrachandanpattiwaj,174,4920.0,1320.0,44.0,1620.0,174
139,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
140,Muzaffarpursakrachandanpattiwbb,300,9000.0,5520.0,164.0,5520.0,150
141,Muzaffarpursakrachandanpattiwbc,75,2250.0,1650.0,55.0,1650.0,75
142,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
143,Muzaffarpursakradihuliishakwae,182,5460.0,0.0,0.0,0.0,182
144,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
145,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
146,Muzaffarpursakradihuliishakwbd,110,3300.0,0.0,0.0,0.0,110
147,Muzaffarpursakradubhabuzurgwaj,235,6870.0,1860.0,62.0,1860.0,118
148,Muzaffarpursakragannipurbejhawag,145,4350.0,900.0,30.0,900.0,145
149,Muzaffarpursakragannipurbejhawah,152,4560.0,0.0,0.0,0.0,152
150,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
151,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
152,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
153,Muzaffarpursakraharlochanpurwbc,252,7560.0,0.0,0.0,0.0,126
154,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
155,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
156,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
157,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
158,Muzaffarpursakrajagdishpurbaghnagariwaf,658,19710.0,4890.0,94.0,4920.0,94
159,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
160,Muzaffarpursakrajagdishpurbaghnagariwah,907,27540.0,12450.0,147.0,13140.0,115
161,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
162,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
163,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
164,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
165,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
166,Muzaffarpursakrakeshopurwad,115,3450.0,1110.0,37.0,1110.0,116
167,Muzaffarpursakrakeshopurwbb,102,3060.0,0.0,0.0,0.0,103
168,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
169,Muzaffarpursakrakeshopurwbe,158,4740.0,0.0,0.0,0.0,158
170,Muzaffarpursakramachhahiwbd,1,700.0,0.0,0.0,0.0,193
171,Muzaffarpursakramajhauliyawab,883,40665.0,20328.0,372.0,20728.0,132
172,Muzaffarpursakramajhauliyawac,771,27310.0,11991.0,109.0,12546.0,111
173,Muzaffarpursakramajhauliyawad,111,16535.0,2635.0,86.0,2740.0,123
174,Muzaffarpursakramajhauliyawae,56,2650.0,1230.0,12.0,1260.0,150
175,Muzaffarpursakramajhauliyawag,31,6170.0,1080.0,19.0,1080.0,153
176,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
177,Muzaffarpursakramajhauliyawai,739,26160.0,8600.0,117.0,10790.0,123
178,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
179,Muzaffarpursakramajhauliyawba,686,27560.0,11510.0,61.0,12650.0,125
180,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
181,Muzaffarpursakramajhauliyawbc,1121,69925.0,17390.0,144.0,17390.0,156
182,Muzaffarpursakramajhauliyawbd,871,13290.0,10510.0,141.0,15830.0,115
183,Muzaffarpursakramajhauliyawbe,20,10590.0,0.0,0.0,0.0,106
184,Muzaffarpursakramajhauliyawbf,546,21650.0,9800.0,158.0,10930.0,137
185,Muzaffarpursakramarwanurfajijnagarwae,98,2940.0,0.0,0.0,0.0,98
186,Muzaffarpursakramarwanurfajijnagarwag,78,2340.0,0.0,0.0,0.0,78
187,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
188,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
189,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
190,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
191,Muzaffarpursakramishrauliyawbf,153,4590.0,0.0,0.0,0.0,153
192,Muzaffarpursakramishrauliyawbg,110,3300.0,0.0,0.0,0.0,110
193,Muzaffarpursakramishrauliyawbh,188,5500.0,3650.0,102.0,3790.0,94
194,Muzaffarpursakraraghunathpurdonmawab,226,6780.0,120.0,4.0,120.0,113
195,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
196,Muzaffarpursakrarajapakarwab,69,2070.0,0.0,0.0,0.0,69
197,Muzaffarpursakrarajapakarwac,120,3600.0,0.0,0.0,0.0,120
198,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
199,Muzaffarpursakrarajapakarwbb,129,3870.0,0.0,0.0,0.0,129
200,Muzaffarpursakrarajapakarwbd,74,2220.0,0.0,0.0,0.0,74
201,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
202,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
203,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
204,Muzaffarpursakrasakrawajidwba,129,3870.0,0.0,0.0,0.0,129
205,Muzaffarpursakrasakrawajidwbb,120,3600.0,0.0,0.0,0.0,120
206,Muzaffarpursakrasakrawajidwbc,240,7200.0,30.0,1.0,30.0,120
207,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
208,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
209,Muzaffarpursakrasarmastpurwae,246,7380.0,1400.0,44.0,1400.0,123
210,Muzaffarpursakrasarmastpurwaj,110,3300.0,330.0,11.0,330.0,110
211,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
