,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
60,Muzaffarpurbandrapatsarawai,699,20970.0,110.0,3.0,110.0,233
61,Muzaffarpurbandrapatsarawaj,192,5760.0,0.0,0.0,0.0,96
62,Muzaffarpurbandrapatsarawba,168,5040.0,660.0,11.0,660.0,84
63,Muzaffarpurbandrapatsarawbb,56,1680.0,61.0,3.0,61.0,57
64,Muzaffarpurbandrapatsarawbc,216,6480.0,30.0,1.0,30.0,216
65,Muzaffarpurbandrapatsarawbd,108,3240.0,0.0,0.0,0.0,108
66,Muzaffarpurbandrapirapurwab,575,17250.0,0.0,0.0,0.0,115
67,Muzaffarpurbandrapirapurwac,352,10560.0,90.0,2.0,90.0,88
68,Muzaffarpurbandrapirapurwad,351,10530.0,30.0,1.0,30.0,117
69,Muzaffarpurbandrapirapurwae,518,16170.0,660.0,4.0,660.0,106
70,Muzaffarpurbandrapirapurwag,864,25920.0,60.0,1.0,60.0,144
71,Muzaffarpurbandrapirapurwah,880,26400.0,5780.0,56.0,5780.0,176
72,Muzaffarpurbandrapirapurwai,940,28890.0,14040.0,263.0,14040.0,161
73,Muzaffarpurbandrapirapurwaj,1010,30300.0,120.0,1.0,120.0,202
74,Muzaffarpurbandrapirapurwba,861,24940.0,9040.0,121.0,9930.0,146
75,Muzaffarpurbandrapirapurwbb,600,18000.0,90.0,2.0,90.0,120
76,Muzaffarpurbandrapirapurwbc,710,21260.0,8530.0,113.0,8570.0,142
77,Muzaffarpurbandrapirapurwbd,732,21960.0,120.0,1.0,120.0,122
78,Muzaffarpurbandrarampurdayalwab,400,12000.0,240.0,2.0,240.0,80
79,Muzaffarpurbandrarampurdayalwac,775,23250.0,6000.0,42.0,6000.0,154
80,Muzaffarpurbandrarampurdayalwad,192,5760.0,0.0,0.0,0.0,48
81,Muzaffarpurbandrarampurdayalwae,370,11100.0,0.0,0.0,0.0,74
82,Muzaffarpurbandrarampurdayalwaf,636,19080.0,0.0,0.0,0.0,159
83,Muzaffarpurbandrarampurdayalwah,858,25740.0,5760.0,54.0,5760.0,143
84,Muzaffarpurbandrarampurdayalwai,736,22080.0,360.0,6.0,360.0,184
85,Muzaffarpurbandrarampurdayalwaj,259,7770.0,120.0,2.0,120.0,65
86,Muzaffarpurbandrarampurdayalwba,308,9240.0,2070.0,18.0,2070.0,77
87,Muzaffarpurbandrarampurdayalwbb,764,22920.0,240.0,4.0,240.0,191
88,Muzaffarpurbandrarampurdayalwbc,656,19680.0,30.0,1.0,30.0,164
89,Muzaffarpurbandrarampurdayalwbd,995,29850.0,5120.0,57.0,5120.0,199
90,Muzaffarpurbandrasundarpurratwarawab,140,4200.0,0.0,0.0,0.0,140
91,Muzaffarpurbandrasundarpurratwarawac,106,3180.0,0.0,0.0,0.0,106
92,Muzaffarpurbandrasundarpurratwarawad,91,2730.0,0.0,0.0,0.0,89
93,Muzaffarpurbandrasundarpurratwarawah,128,3840.0,0.0,0.0,0.0,128
94,Muzaffarpurbandrasundarpurratwarawaj,148,4440.0,30.0,1.0,30.0,148
95,Muzaffarpurbandrasundarpurratwarawba,293,8740.0,1260.0,42.0,1310.0,174
96,Muzaffarpurbandrasundarpurratwarawbb,104,3120.0,0.0,0.0,0.0,104
97,Muzaffarpurbandrasundarpurratwarawbd,174,2910.0,2310.0,39.0,4620.0,87
98,Muzaffarpurbandrasundarpurratwarawbe,85,2550.0,0.0,0.0,0.0,85
99,Muzaffarpurbandratepariwab,123,3690.0,0.0,0.0,0.0,123
100,Muzaffarpurbandratepariwac,175,5310.0,990.0,17.0,990.0,88
101,Muzaffarpurbandratepariwad,102,3060.0,300.0,10.0,300.0,103
102,Muzaffarpurbandratepariwae,168,5040.0,0.0,0.0,0.0,84
103,Muzaffarpurbandratepariwag,165,4950.0,0.0,0.0,0.0,165
104,Muzaffarpurbandratepariwah,272,8160.0,0.0,0.0,0.0,136
105,Muzaffarpurbandratepariwai,256,7680.0,0.0,0.0,0.0,129
106,Muzaffarpurbandratepariwaj,138,4140.0,880.0,30.0,880.0,69
107,Muzaffarpurbandratepariwba,98,2850.0,150.0,5.0,240.0,98
108,Muzaffarpurbandratepariwbb,103,3090.0,30.0,1.0,30.0,108
109,Muzaffarpurbandratepariwbc,74,2220.0,30.0,1.0,30.0,75
110,Muzaffarpurbandratepariwbd,211,6330.0,0.0,0.0,0.0,211
111,Muzaffarpurbandratepariwbe,298,8940.0,0.0,0.0,0.0,149
112,Muzaffarpurbandratepariwbf,286,8580.0,0.0,0.0,0.0,143
113,Muzaffarpurmoraulbishanpurbakhriwad,174,5220.0,120.0,3.0,120.0,87
114,Muzaffarpurmoraulbishanpurbakhriwah,97,2910.0,30.0,1.0,30.0,97
115,Muzaffarpurmoraulbishanpurbakhriwai,81,2430.0,1230.0,41.0,1230.0,83
116,Muzaffarpurmoraulbishanpurbakhriwaj,372,11160.0,9780.0,196.0,9780.0,124
117,Muzaffarpurmoraulbishanpurbakhriwbb,136,4080.0,0.0,0.0,0.0,136
118,Muzaffarpurmoraulbishanpurbakhriwbe,194,5820.0,60.0,2.0,60.0,97
119,Muzaffarpurmoraulbishanpurbakhriwbf,288,8520.0,1740.0,32.0,1920.0,96
120,Muzaffarpurmoraulbishanpurshreeramwac,82,2460.0,0.0,0.0,0.0,82
121,Muzaffarpurmoraulbishanpurshreeramwbb,119,3570.0,150.0,5.0,150.0,119
122,Muzaffarpurmoraulbishanpurshreeramwbe,41,1230.0,750.0,25.0,750.0,41
123,Muzaffarpurmoraulharsingpurlautanwab,3,90.0,90.0,4.0,240.0,48
124,Muzaffarpurmoraulharsingpurlautanwac,168,5040.0,4060.0,70.0,4060.0,84
125,Muzaffarpurmoraulharsingpurlautanwad,444,13050.0,5700.0,167.0,5970.0,148
126,Muzaffarpurmoraulharsingpurlautanwae,249,7470.0,120.0,4.0,120.0,83
127,Muzaffarpurmoraulharsingpurlautanwag,122,3660.0,360.0,12.0,360.0,122
128,Muzaffarpurmoraulharsingpurlautanwbb,206,6180.0,1940.0,52.0,1940.0,103
129,Muzaffarpurmoraulharsingpurlautanwbd,66,1980.0,960.0,32.0,960.0,33
130,Muzaffarpurmoraulitaharasulnagarwab,84,2520.0,0.0,0.0,0.0,84
131,Muzaffarpurmoraulitaharasulnagarwac,95,2850.0,1520.0,52.0,1520.0,95
132,Muzaffarpurmoraulitaharasulnagarwae,51,1530.0,30.0,1.0,30.0,51
133,Muzaffarpurmoraulitaharasulnagarwaf,142,4260.0,1530.0,51.0,1530.0,142
134,Muzaffarpurmoraulitaharasulnagarwag,107,3210.0,30.0,1.0,30.0,107
135,Muzaffarpurmoraulitaharasulnagarwah,110,3300.0,30.0,1.0,30.0,110
136,Muzaffarpurmoraulitaharasulnagarwaj,105,3150.0,2400.0,80.0,2400.0,105
137,Muzaffarpurmoraulitaharasulnagarwbb,80,2400.0,30.0,1.0,30.0,80
138,Muzaffarpurmoraulitaharasulnagarwbc,108,3240.0,1140.0,38.0,1140.0,108
139,Muzaffarpurmoraulitaharasulnagarwbe,214,6420.0,90.0,3.0,90.0,107
140,Muzaffarpurmoraulmahmadpurbadalwab,82,2280.0,60.0,2.0,240.0,82
141,Muzaffarpurmoraulmahmadpurbadalwac,129,3780.0,90.0,3.0,180.0,130
142,Muzaffarpurmoraulmahmadpurbadalwad,32,900.0,60.0,2.0,120.0,32
143,Muzaffarpurmoraulmahmadpurbadalwae,62,1770.0,30.0,1.0,120.0,62
144,Muzaffarpurmoraulmahmadpurbadalwbc,49,1440.0,30.0,1.0,60.0,49
145,Muzaffarpurmoraulmahmadpurbadalwbd,104,2550.0,780.0,26.0,1350.0,104
146,Muzaffarpurmoraulmeerapurwac,91,-510.0,720.0,24.0,3960.0,93
147,Muzaffarpurmoraulmeerapurwaf,102,2880.0,120.0,4.0,300.0,102
148,Muzaffarpurmoraulmeerapurwah,153,4500.0,30.0,1.0,120.0,153
149,Muzaffarpurmoraulmeerapurwaj,128,3810.0,120.0,3.0,150.0,64
150,Muzaffarpurmoraulmeerapurwbe,1,30.0,0.0,0.0,0.0,139
151,Muzaffarpurmoraulpilkhigajpattiwab,294,8730.0,210.0,3.0,300.0,98
152,Muzaffarpurmoraulpilkhigajpattiwad,122,3660.0,0.0,0.0,0.0,122
153,Muzaffarpurmoraulpilkhigajpattiwaf,93,2550.0,30.0,1.0,270.0,93
154,Muzaffarpurmoraulpilkhigajpattiwah,87,2250.0,210.0,7.0,570.0,87
155,Muzaffarpurmoraulpilkhigajpattiwai,114,2370.0,1290.0,43.0,2340.0,114
156,Muzaffarpurmoraulpilkhigajpattiwaj,181,5400.0,30.0,1.0,60.0,181
157,Muzaffarpurmoraulpilkhigajpattiwba,89,2310.0,360.0,12.0,720.0,89
158,Muzaffarpurmoraulpilkhigajpattiwbb,67,40.0,750.0,25.0,2720.0,67
159,Muzaffarpurmoraulpilkhigajpattiwbc,324,9360.0,390.0,8.0,750.0,108
160,Muzaffarpurmoraulpilkhigajpattiwbd,77,2070.0,150.0,5.0,390.0,77
161,Muzaffarpurmoraulpilkhigajpattiwbe,81,2220.0,150.0,5.0,360.0,81
162,Muzaffarpurmoraulsadiqpurmuraulwac,54,1620.0,480.0,16.0,480.0,54
163,Muzaffarpurmoraulsadiqpurmuraulwad,110,3300.0,150.0,4.0,150.0,55
164,Muzaffarpurmoraulsadiqpurmuraulwai,174,5220.0,1020.0,18.0,1020.0,87
165,Muzaffarpurmoraulvidhyajhanpwab,222,6660.0,3600.0,61.0,3600.0,111
166,Muzaffarpurmoraulvidhyajhanpwac,520,15600.0,2960.0,75.0,2960.0,104
167,Muzaffarpurmoraulvidhyajhanpwad,590,17700.0,8370.0,252.0,8370.0,118
168,Muzaffarpurmoraulvidhyajhanpwae,376,11280.0,4260.0,48.0,4260.0,94
169,Muzaffarpurmoraulvidhyajhanpwag,515,15150.0,11130.0,337.0,11430.0,103
170,Muzaffarpurmoraulvidhyajhanpwah,594,17820.0,910.0,11.0,910.0,149
171,Muzaffarpurmoraulvidhyajhanpwai,512,15360.0,12870.0,203.0,12870.0,128
172,Muzaffarpursakrabajibuzurgwac,175,5250.0,540.0,18.0,540.0,173
173,Muzaffarpursakrabajibuzurgwad,110,3300.0,480.0,16.0,480.0,110
174,Muzaffarpursakrabajibuzurgwaf,116,3480.0,0.0,0.0,0.0,116
175,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
176,Muzaffarpursakrabajibuzurgwai,260,7800.0,0.0,0.0,0.0,130
177,Muzaffarpursakrabajibuzurgwaj,302,9060.0,0.0,0.0,0.0,151
178,Muzaffarpursakrabajibuzurgwba,74,2220.0,0.0,0.0,0.0,74
179,Muzaffarpursakrabajibuzurgwbc,238,7140.0,60.0,2.0,60.0,119
180,Muzaffarpursakrabajibuzurgwbd,118,3540.0,0.0,0.0,0.0,118
181,Muzaffarpursakrabajibuzurgwbe,286,8580.0,0.0,0.0,0.0,143
182,Muzaffarpursakrabajibuzurgwbf,220,6600.0,0.0,0.0,0.0,110
183,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
184,Muzaffarpursakrabhartipurwad,280,11290.0,1810.0,29.0,1820.0,181
185,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
186,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
187,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
188,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
189,Muzaffarpursakrabhartipurwai,181,5430.0,1620.0,54.0,1620.0,181
190,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
191,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
192,Muzaffarpursakrachandanpattiwab,411,12330.0,7260.0,122.0,7260.0,137
193,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
194,Muzaffarpursakrachandanpattiwag,584,17570.0,5330.0,138.0,5610.0,146
195,Muzaffarpursakrachandanpattiwah,437,13230.0,6990.0,187.0,6990.0,147
196,Muzaffarpursakrachandanpattiwai,232,6960.0,3060.0,102.0,3060.0,116
197,Muzaffarpursakrachandanpattiwaj,522,15360.0,7410.0,161.0,7860.0,174
198,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
199,Muzaffarpursakrachandanpattiwbb,300,9000.0,5520.0,164.0,5520.0,150
200,Muzaffarpursakrachandanpattiwbc,75,2250.0,1650.0,55.0,1650.0,75
201,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
202,Muzaffarpursakradihuliishakwad,106,3180.0,840.0,28.0,840.0,107
203,Muzaffarpursakradihuliishakwae,364,10920.0,0.0,0.0,0.0,182
204,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
205,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
206,Muzaffarpursakradihuliishakwbd,330,9900.0,660.0,11.0,660.0,110
207,Muzaffarpursakradubhabuzurgwaj,352,10380.0,1860.0,62.0,1860.0,118
208,Muzaffarpursakragannipurbejhawac,96,2880.0,0.0,0.0,0.0,96
209,Muzaffarpursakragannipurbejhawad,87,2610.0,0.0,0.0,0.0,87
210,Muzaffarpursakragannipurbejhawag,145,4350.0,900.0,30.0,900.0,145
211,Muzaffarpursakragannipurbejhawah,456,13680.0,90.0,2.0,90.0,152
212,Muzaffarpursakragannipurbejhawaj,306,9180.0,60.0,2.0,60.0,153
213,Muzaffarpursakragauriharkhaliknagarwac,111,3330.0,0.0,0.0,0.0,111
214,Muzaffarpursakragauriharkhaliknagarwah,82,2460.0,0.0,0.0,0.0,82
215,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
216,Muzaffarpursakraharlochanpurwad,83,2490.0,0.0,0.0,0.0,83
217,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
218,Muzaffarpursakraharlochanpurwah,120,3600.0,0.0,0.0,0.0,120
219,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
220,Muzaffarpursakraharlochanpurwbb,137,4110.0,1500.0,50.0,1500.0,137
221,Muzaffarpursakraharlochanpurwbc,252,7560.0,0.0,0.0,0.0,126
222,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
223,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
224,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
225,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
226,Muzaffarpursakrajagdishpurbaghnagariwaf,752,22530.0,7260.0,115.0,7290.0,94
227,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
228,Muzaffarpursakrajagdishpurbaghnagariwah,1022,30690.0,12540.0,149.0,13530.0,115
229,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
230,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
231,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
232,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
233,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
234,Muzaffarpursakrakatesharwab,129,3870.0,30.0,1.0,30.0,129
235,Muzaffarpursakrakatesharwah,96,2880.0,0.0,0.0,0.0,96
236,Muzaffarpursakrakatesharwbb,101,3030.0,0.0,0.0,0.0,101
237,Muzaffarpursakrakeshopurwad,230,6900.0,3960.0,98.0,3960.0,116
238,Muzaffarpursakrakeshopurwba,152,4560.0,0.0,0.0,0.0,152
239,Muzaffarpursakrakeshopurwbb,105,3150.0,3030.0,99.0,3030.0,103
240,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
241,Muzaffarpursakrakeshopurwbe,158,4740.0,0.0,0.0,0.0,158
242,Muzaffarpursakramachhahiwbd,194,6490.0,840.0,28.0,840.0,193
243,Muzaffarpursakramajhauliyawab,1015,44625.0,21464.0,399.0,21864.0,132
244,Muzaffarpursakramajhauliyawac,771,27310.0,11991.0,109.0,12546.0,111
245,Muzaffarpursakramajhauliyawad,111,16535.0,2635.0,86.0,2740.0,123
246,Muzaffarpursakramajhauliyawae,203,21270.0,4045.0,82.0,4075.0,151
247,Muzaffarpursakramajhauliyawag,31,6170.0,1080.0,19.0,1080.0,153
248,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
249,Muzaffarpursakramajhauliyawai,985,33540.0,11320.0,171.0,13510.0,123
250,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
251,Muzaffarpursakramajhauliyawba,914,34370.0,13650.0,98.0,15000.0,125
252,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
253,Muzaffarpursakramajhauliyawbc,1121,69925.0,21850.0,179.0,21850.0,156
254,Muzaffarpursakramajhauliyawbd,871,13290.0,10770.0,145.0,16090.0,115
255,Muzaffarpursakramajhauliyawbe,20,10590.0,0.0,0.0,0.0,106
256,Muzaffarpursakramajhauliyawbf,624,23950.0,11400.0,201.0,12570.0,137
257,Muzaffarpursakramarwanurfajijnagarwab,143,4290.0,0.0,0.0,0.0,143
258,Muzaffarpursakramarwanurfajijnagarwae,98,2940.0,0.0,0.0,0.0,98
259,Muzaffarpursakramarwanurfajijnagarwag,156,4680.0,0.0,0.0,0.0,78
260,Muzaffarpursakramarwanurfajijnagarwah,1,30.0,0.0,0.0,0.0,113
261,Muzaffarpursakramarwanurfajijnagarwbb,89,2670.0,0.0,0.0,0.0,89
262,Muzaffarpursakramarwanurfajijnagarwbc,215,6450.0,0.0,0.0,0.0,215
263,Muzaffarpursakramarwanurfajijnagarwbe,104,3120.0,0.0,0.0,0.0,104
264,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
265,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
266,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
267,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
268,Muzaffarpursakramishrauliyawbf,153,4590.0,0.0,0.0,0.0,153
269,Muzaffarpursakramishrauliyawbg,110,3300.0,0.0,0.0,0.0,110
270,Muzaffarpursakramishrauliyawbh,188,5500.0,3740.0,104.0,3880.0,94
271,Muzaffarpursakraraghunathpurdonmawab,339,10170.0,120.0,4.0,120.0,113
272,Muzaffarpursakraraghunathpurdonmawad,240,7200.0,30.0,1.0,30.0,121
273,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
274,Muzaffarpursakraraghunathpurdonmawbe,66,1980.0,60.0,2.0,60.0,33
275,Muzaffarpursakrarajapakarwab,140,4200.0,120.0,4.0,120.0,70
276,Muzaffarpursakrarajapakarwac,240,7200.0,0.0,0.0,0.0,120
277,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
278,Muzaffarpursakrarajapakarwaf,105,3150.0,0.0,0.0,0.0,105
279,Muzaffarpursakrarajapakarwag,138,4140.0,0.0,0.0,0.0,138
280,Muzaffarpursakrarajapakarwah,208,6240.0,0.0,0.0,0.0,104
281,Muzaffarpursakrarajapakarwai,56,1680.0,0.0,0.0,0.0,56
282,Muzaffarpursakrarajapakarwba,74,2220.0,0.0,0.0,0.0,74
283,Muzaffarpursakrarajapakarwbb,258,7740.0,0.0,0.0,0.0,129
284,Muzaffarpursakrarajapakarwbd,74,2220.0,1920.0,64.0,1920.0,74
285,Muzaffarpursakrarajapakarwbe,113,3390.0,30.0,1.0,30.0,113
286,Muzaffarpursakrarampurkrishnawab,98,2940.0,0.0,0.0,0.0,98
287,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
288,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
289,Muzaffarpursakrarampurmaniwba,96,2880.0,0.0,0.0,0.0,96
290,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
291,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
292,Muzaffarpursakrarupanpattimathurawaf,167,5010.0,0.0,0.0,0.0,167
293,Muzaffarpursakrarupanpattimathurawah,206,6180.0,90.0,3.0,90.0,103
294,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
295,Muzaffarpursakrarupanpattimathurawbe,189,5670.0,0.0,0.0,0.0,189
296,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
297,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
298,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
299,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
300,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
301,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
302,Muzaffarpursakrasakrawajidwba,129,3870.0,2400.0,80.0,2400.0,129
303,Muzaffarpursakrasakrawajidwbb,120,3600.0,120.0,4.0,120.0,120
304,Muzaffarpursakrasakrawajidwbc,240,7200.0,30.0,1.0,30.0,120
305,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
306,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
307,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
308,Muzaffarpursakrasarmastpurwae,369,11070.0,1790.0,53.0,1790.0,123
309,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
310,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
311,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
